ScoreJS,TypeJS,ScoreSE,TypeSE,ScoreSOP,TypeSOP,pAverage,mutationNumber,conservation,species,fcm/faa
0.7670217874,JS divergence average,0.7734360386,Shannon entropy average,3.7561580193,Sum of Pairs Average,0.2326591393,5,0.4,3,0.0021
0.7541318905,JS divergence average,0.6538874627,Shannon entropy average,2.8994252239,Sum of Pairs Average,0.0009680877,14,0.5,4,0.0476
0.6284816636,JS divergence average,0.421099464,Shannon entropy average,1.1610137338,Sum of Pairs Average,0.240660161,2,0,6,0
0.672512409,JS divergence average,0.481504983,Shannon entropy average,1.708468977,Sum of Pairs Average,0.0045978733,40,0.775,3,0.1006493506
0.6630482357,JS divergence average,0.421473384,Shannon entropy average,1.5351845095,Sum of Pairs Average,0.355928605,6,0.5,3,0.0092
0.6443281564,JS divergence average,0.4396854749,Shannon entropy average,1.8374187151,Sum of Pairs Average,0.099724928,2,1,4,0.0384615385
0.73478692,JS divergence average,0.552826232,Shannon entropy average,2.310692391,Sum of Pairs Average,0.1802299614,3,0.6666666667,4,0.0075757576
0.746581263,JS divergence average,0.739113788,Shannon entropy average,3.619759091,Sum of Pairs Average,0.0085111176,5,0.8,6,0.0425531915
0.6813590265,JS divergence average,0.5011448837,Shannon entropy average,1.9005713521,Sum of Pairs Average,,,,,
1.506871062,JS divergence average,1.48275268,Shannon entropy average,1.688292719,Sum of Pairs Average,,,,,
0.712125188,JS divergence average,0.514227256,Shannon entropy average,2.030821767,Sum of Pairs Average,,,,,
0.719082392,JS divergence average,0.531105216,Shannon entropy average,2.131182235,Sum of Pairs Average,,,,,
0.754917636,JS divergence average,0.757196145,Shannon entropy average,3.78002119,Sum of Pairs Average,,,,,
0.746565281,JS divergence average,0.7024641961,Shannon entropy average,3.2308011765,Sum of Pairs Average,,,,,
0.765529765,JS divergence average,0.723566962,Shannon entropy average,3.406122542,Sum of Pairs Average,,,,,
0.761537371,JS divergence average,0.671595259,Shannon entropy average,3.297093944,Sum of Pairs Average,,,,,
0.757450062,JS divergence average,0.56673403,Shannon entropy average,2.380047756,Sum of Pairs Average,,,,,
0.740395048,JS divergence average,0.556117368,Shannon entropy average,2.916731316,Sum of Pairs Average,,,,,
0.6925028081,JS divergence average,0.5331321818,Shannon entropy average,2.2461808687,Sum of Pairs Average,,,,,
0.761923762,JS divergence average,0.648508836,Shannon entropy average,3.265333748,Sum of Pairs Average,,,,,
0.730754926,JS divergence average,0.612248694,Shannon entropy average,2.661878071,Sum of Pairs Average,,,,,
0.6987929121,JS divergence average,0.6089517033,Shannon entropy average,2.830569011,Sum of Pairs Average,,,,,
0.700362704,JS divergence average,0.586075042,Shannon entropy average,2.717320563,Sum of Pairs Average,,,,,
2.129472409,JS divergence average,0.48842225,Shannon entropy average,2.129472409,Sum of Pairs Average,,,,,
1.4682898837,JS divergence average,0.4403086047,Shannon entropy average,1.4682898837,Sum of Pairs Average,,,,,
0.675764919,JS divergence average,0.533287175,Shannon entropy average,2.163755195,Sum of Pairs Average,,,,,
0.7515974785,JS divergence average,0.55087544,Shannon entropy average,2.5918200409,Sum of Pairs Average,,,,,
0.6493737387,JS divergence average,0.4218451802,Shannon entropy average,1.998839039,Sum of Pairs Average,,,,,
0.8285763636,JS divergence average,0.9200849026,Shannon entropy average,4.7921097403,Sum of Pairs Average,,,,,
0.7541318905,JS divergence average,0.6538874627,Shannon entropy average,2.8994252239,Sum of Pairs Average,,,,,
0.675764919,JS divergence average,0.533287175,Shannon entropy average,2.163755195,Sum of Pairs Average,,,,,
0.762874286,JS divergence average,0.711883435,Shannon entropy average,3.543450608,Sum of Pairs Average,,,,,
0.6899728553,JS divergence average,0.5857859874,Shannon entropy average,2.5583545535,Sum of Pairs Average,,,,,
0.685661803,JS divergence average,0.498893028,Shannon entropy average,1.927401148,Sum of Pairs Average,,,,,
0.6941189429,JS divergence average,0.5738165116,Shannon entropy average,2.1319954123,Sum of Pairs Average,,,,,
0.6094905031,JS divergence average,0.3879886164,Shannon entropy average,1.3191093082,Sum of Pairs Average,,,,,
0.7707698718,JS divergence average,0.749306641,Shannon entropy average,3.9357141026,Sum of Pairs Average,,,,,
0.6967276431,JS divergence average,0.5735987542,Shannon entropy average,1.8927027609,Sum of Pairs Average,,,,,
0.716650844,JS divergence average,0.532988129,Shannon entropy average,1.817085579,Sum of Pairs Average,,,,,
0.713540829,JS divergence average,0.569768155,Shannon entropy average,3.074373743,Sum of Pairs Average,,,,,
0.641116267,JS divergence average,0.475528667,Shannon entropy average,1.596682233,Sum of Pairs Average,,,,,
0.7804069929,JS divergence average,0.7291817305,Shannon entropy average,3.7651840426,Sum of Pairs Average,,,,,
0.753709038,JS divergence average,0.673912079,Shannon entropy average,3.900795739,Sum of Pairs Average,,,,,
0.7092486038,JS divergence average,0.5596942264,Shannon entropy average,2.746777283,Sum of Pairs Average,,,,,
0.7602416422,JS divergence average,0.6103556863,Shannon entropy average,2.8801743382,Sum of Pairs Average,,,,,
0.647711638,JS divergence average,0.418269045,Shannon entropy average,1.523587789,Sum of Pairs Average,,,,,
0.787368721,JS divergence average,0.71903929,Shannon entropy average,3.752093233,Sum of Pairs Average,,,,,
0.626248276,JS divergence average,0.546417931,Shannon entropy average,2.181677816,Sum of Pairs Average,,,,,
0.771409025,JS divergence average,0.648863259,Shannon entropy average,3.057321147,Sum of Pairs Average,,,,,
0.723012466,JS divergence average,0.540634155,Shannon entropy average,2.122926672,Sum of Pairs Average,,,,,
0.648665303,JS divergence average,0.501298847,Shannon entropy average,1.760374611,Sum of Pairs Average,,,,,
0.7198786395,JS divergence average,0.4566111224,Shannon entropy average,2.2394494218,Sum of Pairs Average,,,,,
0.7961974291,JS divergence average,0.7190784877,Shannon entropy average,3.8889060681,Sum of Pairs Average,,,,,
0.793239832,JS divergence average,0.733266574,Shannon entropy average,3.931995233,Sum of Pairs Average,,,,,
0.7737581982,JS divergence average,0.6970857658,Shannon entropy average,3.4619285586,Sum of Pairs Average,,,,,
0.6899963608,JS divergence average,0.537804171,Shannon entropy average,2.62966878,Sum of Pairs Average,,,,,
0.708653642,JS divergence average,0.549490855,Shannon entropy average,2.492049723,Sum of Pairs Average,,,,,
0.6672038105,JS divergence average,0.5380195579,Shannon entropy average,2.2182053474,Sum of Pairs Average,,,,,
0.73617,JS divergence pathogenic,0.7214266667,Shannon entropy pathogenic,3.57666,Sum of Pairs pathogenic,,,,,
0.746659375,JS divergence pathogenic,0.722626875,Shannon entropy pathogenic,3.2322578125,Sum of Pairs pathogenic,,,,,
0.8151225,JS divergence pathogenic,0.8450225,Shannon entropy pathogenic,4.4895,Sum of Pairs pathogenic,,,,,
0.761234,JS divergence pathogenic,0.742072,Shannon entropy pathogenic,3.97357,Sum of Pairs pathogenic,,,,,
0.79683,JS divergence pathogenic,0.881895,Shannon entropy pathogenic,4.41962,Sum of Pairs pathogenic,,,,,
0.6771509091,JS divergence pathogenic,0.5518009091,Shannon entropy pathogenic,2.1407363636,Sum of Pairs pathogenic,,,,,
0.7909933333,JS divergence pathogenic,0.7564077778,Shannon entropy pathogenic,4.5066844444,Sum of Pairs pathogenic,,,,,
0.672765714,JS divergence pathogenic,0.481942857,Shannon entropy pathogenic,2.202531429,Sum of Pairs pathogenic,,,,,
0.750814,JS divergence pathogenic,0.707896,Shannon entropy pathogenic,3.786232,Sum of Pairs pathogenic,,,,,
0.7580666667,JS divergence pathogenic,0.7539866667,Shannon entropy pathogenic,3.3811416667,Sum of Pairs pathogenic,,,,,
0.6391266667,JS divergence pathogenic,0.43662,Shannon entropy pathogenic,0.8608366667,Sum of Pairs pathogenic,,,,,
0.7443775,JS divergence pathogenic,0.676985,Shannon entropy pathogenic,3.4855975,Sum of Pairs pathogenic,,,,,
0.6386266667,JS divergence pathogenic,0.4398966667,Shannon entropy pathogenic,1.3934066667,Sum of Pairs pathogenic,,,,,
0.80958,JS divergence pathogenic,0.8836166667,Shannon entropy pathogenic,4.6089733333,Sum of Pairs pathogenic,,,,,
0.753785,JS divergence pathogenic,0.66664,Shannon entropy pathogenic,3.6575,Sum of Pairs pathogenic,,,,,
0.70308,JS divergence pathogenic,0.48802,Shannon entropy pathogenic,1.90201,Sum of Pairs pathogenic,,,,,
0.73964,JS divergence pathogenic,0.65695,Shannon entropy pathogenic,3.26623,Sum of Pairs pathogenic,,,,,
0.798626512,JS divergence pathogenic,0.754372093,Shannon entropy pathogenic,4.108284884,Sum of Pairs pathogenic,,,,,
0.71405,JS divergence pathogenic,0.579486154,Shannon entropy pathogenic,2.886237692,Sum of Pairs pathogenic,,,,,
0.76858,JS divergence pathogenic,0.68284875,Shannon entropy pathogenic,3.46729125,Sum of Pairs pathogenic,,,,,
0.783983077,JS divergence pathogenic,0.735603077,Shannon entropy pathogenic,3.510229231,Sum of Pairs pathogenic,,,,,
0.654655,JS divergence pathogenic,0.412605,Shannon entropy pathogenic,1.719555,Sum of Pairs pathogenic,,,,,
0.8225,JS divergence pathogenic,0.8740125,Shannon entropy pathogenic,4.36084,Sum of Pairs pathogenic,,,,,
0.743051667,JS divergence pathogenic,0.612078333,Shannon entropy pathogenic,3.529541667,Sum of Pairs pathogenic,,,,,
0.720857143,JS divergence pathogenic,0.640397143,Shannon entropy pathogenic,3.025374286,Sum of Pairs pathogenic,,,,,
0.731106333,JS divergence pathogenic,0.712354,Shannon entropy pathogenic,3.676851833,Sum of Pairs pathogenic,,,,,
0.79092,JS divergence pathogenic,0.69687,Shannon entropy pathogenic,5.05221,Sum of Pairs pathogenic,,,,,
0.767675,JS divergence pathogenic,0.701715,Shannon entropy pathogenic,4.13785,Sum of Pairs pathogenic,,,,,
0.710993333,JS divergence pathogenic,0.573473333,Shannon entropy pathogenic,2.443186667,Sum of Pairs pathogenic,,,,,
0.671766667,JS divergence pathogenic,0.417286667,Shannon entropy pathogenic,1.320613333,Sum of Pairs pathogenic,,,,,
0.730472857,JS divergence pathogenic,0.46882,Shannon entropy pathogenic,2.093558571,Sum of Pairs pathogenic,,,,,
0.824376667,JS divergence pathogenic,0.83026,Shannon entropy pathogenic,4.290256667,Sum of Pairs pathogenic,,,,,
0.6894,JS divergence pathogenic,0.420326,Shannon entropy pathogenic,2.131108,Sum of Pairs pathogenic,,,,,
0.768729,JS divergence pathogenic,0.58189,Shannon entropy pathogenic,3.172774,Sum of Pairs pathogenic,,,,,
0.780980909,JS divergence pathogenic,0.694311818,Shannon entropy pathogenic,3.3665,Sum of Pairs pathogenic,,,,,
0.74953875,JS divergence pathogenic,0.7256275,Shannon entropy pathogenic,3.064365,Sum of Pairs pathogenic,,,,,
0.67256,JS divergence pathogenic,0.433645,Shannon entropy pathogenic,2.40251,Sum of Pairs pathogenic,,,,,
0.792928571,JS divergence pathogenic,0.82915,Shannon entropy pathogenic,4.631244286,Sum of Pairs pathogenic,,,,,
0.797951429,JS divergence pathogenic,0.644334286,Shannon entropy pathogenic,3.855524286,Sum of Pairs pathogenic,,,,,
0.764,JS divergence pathogenic,0.57004,Shannon entropy pathogenic,2.082865,Sum of Pairs pathogenic,,,,,
0.7108825,JS divergence pathogenic,0.5985425,Shannon entropy pathogenic,2.24086,Sum of Pairs pathogenic,,,,,
0.729455333,JS divergence pathogenic,0.632977333,Shannon entropy pathogenic,2.994520667,Sum of Pairs pathogenic,,,,,
0.733706,JS divergence pathogenic,0.635642,Shannon entropy pathogenic,4.26153,Sum of Pairs pathogenic,,,,,
0.77538,JS divergence pathogenic,0.68292,Shannon entropy pathogenic,3.48049,Sum of Pairs pathogenic,,,,,
0.8061185,JS divergence pathogenic,0.856567,Shannon entropy pathogenic,4.576525,Sum of Pairs pathogenic,,,,,
0.751200625,JS divergence pathogenic,0.574726875,Shannon entropy pathogenic,3.42288875,Sum of Pairs pathogenic,,,,,
0.768729,JS divergence pathogenic,0.58189,Shannon entropy pathogenic,3.172774,Sum of Pairs pathogenic,,,,,
0.729218,JS divergence pathogenic,0.616302,Shannon entropy pathogenic,1.891246,Sum of Pairs pathogenic,,,,,
0.796908182,JS divergence pathogenic,0.857343636,Shannon entropy pathogenic,4.058908182,Sum of Pairs pathogenic,,,,,
0.692282857,JS divergence pathogenic,0.485741429,Shannon entropy pathogenic,1.796897143,Sum of Pairs pathogenic,,,,,
0.76684,JS divergence pathogenic,0.673175,Shannon entropy pathogenic,1.741515,Sum of Pairs pathogenic,,,,,
0.833875,JS divergence pathogenic,0.980698333,Shannon entropy pathogenic,5.528298889,Sum of Pairs pathogenic,,,,,
0.74154,JS divergence pathogenic,0.662392,Shannon entropy pathogenic,3.960508,Sum of Pairs pathogenic,,,,,
0.699307586,JS divergence pathogenic,0.656845172,Shannon entropy pathogenic,3.114631379,Sum of Pairs pathogenic,,,,,
0.816522,JS divergence pathogenic,0.843747,Shannon entropy pathogenic,4.7097,Sum of Pairs pathogenic,,,,,
0.8126425,JS divergence pathogenic,0.763298,Shannon entropy pathogenic,4.561328,Sum of Pairs pathogenic,,,,,
0.6845766667,JS divergence pathogenic,0.5500933333,Shannon entropy pathogenic,1.2325233333,Sum of Pairs pathogenic,,,,,
0.67562,JS divergence pathogenic,0.471095,Shannon entropy pathogenic,2.110055,Sum of Pairs pathogenic,,,,,
0.68415,JS divergence pathogenic,0.33009,Shannon entropy pathogenic,1.22847,Sum of Pairs pathogenic,,,,,
0.729903333,JS divergence pathogenic,0.734603333,Shannon entropy pathogenic,3.569031667,Sum of Pairs pathogenic,,,,,
0.706483333,JS divergence pathogenic,0.561796667,Shannon entropy pathogenic,0.862256667,Sum of Pairs pathogenic,,,,,
0.6779,JS divergence pathogenic,0.395853333,Shannon entropy pathogenic,2.75633,Sum of Pairs pathogenic,,,,,
0.754474615,JS divergence pathogenic,0.710936154,Shannon entropy pathogenic,3.515131538,Sum of Pairs pathogenic,,,,,
0.707562727,JS divergence pathogenic,0.543935455,Shannon entropy pathogenic,1.915986364,Sum of Pairs pathogenic,,,,,
0.8396508333,JS divergence pathogenic,0.8623925,Shannon entropy pathogenic,5.4191083333,Sum of Pairs pathogenic,,,,,
0.72395,JS divergence pathogenic,0.673543333,Shannon entropy pathogenic,3.74348,Sum of Pairs pathogenic,,,,,
0.801836667,JS divergence pathogenic,0.879205,Shannon entropy pathogenic,4.460353333,Sum of Pairs pathogenic,,,,,
0.68817,JS divergence pathogenic,0.63455,Shannon entropy pathogenic,2.07226,Sum of Pairs pathogenic,,,,,
0.73585,JS divergence pathogenic,0.6155075,Shannon entropy pathogenic,3.278,Sum of Pairs pathogenic,,,,,
0.801492,JS divergence pathogenic,0.77281,Shannon entropy pathogenic,4.103396,Sum of Pairs pathogenic,,,,,
0.77211,JS divergence pathogenic,0.709103333,Shannon entropy pathogenic,2.58245,Sum of Pairs pathogenic,,,,,
0.845446333,JS divergence pathogenic,0.915622333,Shannon entropy pathogenic,5.512451667,Sum of Pairs pathogenic,,,,,
0.68607,JS divergence pathogenic,0.4842,Shannon entropy pathogenic,2.10368,Sum of Pairs pathogenic,,,,,
0.838378,JS divergence pathogenic,0.99995,Shannon entropy pathogenic,5.133332,Sum of Pairs pathogenic,,,,,
0.780311667,JS divergence pathogenic,0.732836667,Shannon entropy pathogenic,3.995583333,Sum of Pairs pathogenic,,,,,
0.83494,JS divergence pathogenic,0.90043,Shannon entropy pathogenic,5.11693,Sum of Pairs pathogenic,,,,,
0.834004118,JS divergence pathogenic,0.976239412,Shannon entropy pathogenic,5.117539412,Sum of Pairs pathogenic,,,,,
0.625934,JS divergence pathogenic,0.38658,Shannon entropy pathogenic,1.498976,Sum of Pairs pathogenic,,,,,
0.7500977778,JS divergence pathogenic,0.73458,Shannon entropy pathogenic,3.3219477778,Sum of Pairs pathogenic,,,,,
0.70101,JS divergence pathogenic,0.5711033333,Shannon entropy pathogenic,1.84722,Sum of Pairs pathogenic,,,,,
0.83402,JS divergence pathogenic,0.81669,Shannon entropy pathogenic,5.77752,Sum of Pairs pathogenic,,,,,
0.854855,JS divergence pathogenic,0.90094,Shannon entropy pathogenic,5.94449,Sum of Pairs pathogenic,,,,,
0.71723375,JS divergence pathogenic,0.57835625,Shannon entropy pathogenic,2.37464125,Sum of Pairs pathogenic,,,,,
0.7020825,JS divergence pathogenic,0.42762,Shannon entropy pathogenic,0.6034775,Sum of Pairs pathogenic,,,,,
0.818455357,JS divergence pathogenic,0.798182857,Shannon entropy pathogenic,4.702922143,Sum of Pairs pathogenic,,,,,
0.762853333,JS divergence pathogenic,0.8317,Shannon entropy pathogenic,4.04886,Sum of Pairs pathogenic,,,,,
0.83968,JS divergence pathogenic,0.893425,Shannon entropy pathogenic,4.779282,Sum of Pairs pathogenic,,,,,
0.839846667,JS divergence pathogenic,0.928618333,Shannon entropy pathogenic,4.845725,Sum of Pairs pathogenic,,,,,
0.673555714,JS divergence pathogenic,0.479895714,Shannon entropy pathogenic,2.178471429,Sum of Pairs pathogenic,,,,,
0.796836667,JS divergence pathogenic,0.71263,Shannon entropy pathogenic,4.0595925,Sum of Pairs pathogenic,,,,,
0.781672,JS divergence pathogenic,0.769942,Shannon entropy pathogenic,4.893476,Sum of Pairs pathogenic,,,,,
0.814664444,JS divergence pathogenic,0.746064444,Shannon entropy pathogenic,4.75225,Sum of Pairs pathogenic,,,,,
0.723618947,JS divergence pathogenic,0.647774211,Shannon entropy pathogenic,2.917583158,Sum of Pairs pathogenic,,,,,
0.805924286,JS divergence pathogenic,0.798495714,Shannon entropy pathogenic,4.679159048,Sum of Pairs pathogenic,,,,,
0.751782632,JS divergence pathogenic,0.615664737,Shannon entropy pathogenic,3.008711053,Sum of Pairs pathogenic,,,,,
0.7626796,JS divergence pathogenic,0.6660136,Shannon entropy pathogenic,4.6131044,Sum of Pairs pathogenic,,,,,
0.85089,JS divergence pathogenic,0.857092857,Shannon entropy pathogenic,5.319047143,Sum of Pairs pathogenic,,,,,
0.768219804,JS divergence pathogenic,0.675133529,Shannon entropy pathogenic,3.769568039,Sum of Pairs pathogenic,,,,,
0.72254,JS divergence pathogenic,0.577026667,Shannon entropy pathogenic,3.611326667,Sum of Pairs pathogenic,,,,,
0.812365,JS divergence pathogenic,0.89489,Shannon entropy pathogenic,4.601395,Sum of Pairs pathogenic,,,,,
0.76158642,JS divergence pathogenic,0.665866296,Shannon entropy pathogenic,4.106889136,Sum of Pairs pathogenic,,,,,
0.644585,JS divergence pathogenic,0.16576,Shannon entropy pathogenic,0.357305,Sum of Pairs pathogenic,,,,,
0.820715,JS divergence pathogenic,0.75657,Shannon entropy pathogenic,5.0587175,Sum of Pairs pathogenic,,,,,
0.77211,JS divergence pathogenic,0.709103333,Shannon entropy pathogenic,2.58245,Sum of Pairs pathogenic,,,,,
0.829334259,JS divergence pathogenic,0.853999815,Shannon entropy pathogenic,4.686327407,Sum of Pairs pathogenic,,,,,
0.801544,JS divergence pathogenic,0.773708,Shannon entropy pathogenic,4.597176,Sum of Pairs pathogenic,,,,,
0.80373,JS divergence pathogenic,0.77825,Shannon entropy pathogenic,3.990935,Sum of Pairs pathogenic,,,,,
0.769237143,JS divergence pathogenic,0.691172381,Shannon entropy pathogenic,3.895224762,Sum of Pairs pathogenic,,,,,
0.8144455,JS divergence pathogenic,0.83100925,Shannon entropy pathogenic,4.8905755,Sum of Pairs pathogenic,,,,,
0.800544444,JS divergence pathogenic,0.803987778,Shannon entropy pathogenic,4.509531111,Sum of Pairs pathogenic,,,,,
0.77665,JS divergence pathogenic,0.74902,Shannon entropy pathogenic,3.628688,Sum of Pairs pathogenic,,,,,
0.632875455,JS divergence pathogenic,0.596036364,Shannon entropy pathogenic,2.707466364,Sum of Pairs pathogenic,,,,,
0.76299,JS divergence pathogenic,0.71893,Shannon entropy pathogenic,3.85733,Sum of Pairs pathogenic,,,,,
0.769101111,JS divergence pathogenic,0.733897778,Shannon entropy pathogenic,4.062956667,Sum of Pairs pathogenic,,,,,
0.7601775,JS divergence pathogenic,0.6324645,Shannon entropy pathogenic,3.1074125,Sum of Pairs pathogenic,,,,,
0.590418,JS divergence pathogenic,0.369816,Shannon entropy pathogenic,0.25644,Sum of Pairs pathogenic,,,,,
0.699893333,JS divergence pathogenic,0.611543333,Shannon entropy pathogenic,3.286413333,Sum of Pairs pathogenic,,,,,
0.797932,JS divergence pathogenic,0.832903,Shannon entropy pathogenic,4.419781,Sum of Pairs pathogenic,,,,,
0.76885,JS divergence pathogenic,0.60326,Shannon entropy pathogenic,3.357272,Sum of Pairs pathogenic,,,,,
0.748574,JS divergence pathogenic,0.684428,Shannon entropy pathogenic,3.680214,Sum of Pairs pathogenic,,,,,
0.85131,JS divergence pathogenic,0.94978,Shannon entropy pathogenic,5.40681,Sum of Pairs pathogenic,,,,,
0.69647,JS divergence pathogenic,0.511303333,Shannon entropy pathogenic,1.080886667,Sum of Pairs pathogenic,,,,,
0.46253,JS divergence pathogenic,0.28657,Shannon entropy pathogenic,2.51683,Sum of Pairs pathogenic,,,,,
0.727914643,JS divergence pathogenic,0.588367857,Shannon entropy pathogenic,2.8403575,Sum of Pairs pathogenic,,,,,
0.72143,JS divergence pathogenic,0.49305,Shannon entropy pathogenic,1.06755,Sum of Pairs pathogenic,,,,,
0.819925714,JS divergence pathogenic,0.820974286,Shannon entropy pathogenic,0.819925714,Sum of Pairs pathogenic,,,,,
0.8561,JS divergence pathogenic,0.95119,Shannon entropy pathogenic,5.33091,Sum of Pairs pathogenic,,,,,
0.787774,JS divergence pathogenic,0.755488,Shannon entropy pathogenic,4.394433,Sum of Pairs pathogenic,,,,,
0.697683333,JS divergence pathogenic,0.4918,Shannon entropy pathogenic,0.863366667,Sum of Pairs pathogenic,,,,,
0.8264466667,JS divergence pathogenic,0.8896866667,Shannon entropy pathogenic,4.82485,Sum of Pairs pathogenic,,,,,
0.831622,JS divergence pathogenic,0.861624,Shannon entropy pathogenic,5.172024,Sum of Pairs pathogenic,,,,,
0.8243366667,JS divergence pathogenic,0.8257933333,Shannon entropy pathogenic,3.8247313333,Sum of Pairs pathogenic,,,,,
0.79563,JS divergence pathogenic,0.78364,Shannon entropy pathogenic,4.60646,Sum of Pairs pathogenic,,,,,
0.5682,JS divergence pathogenic,0.4215766667,Shannon entropy pathogenic,1.64391,Sum of Pairs pathogenic,,,,,
0.7626825,JS divergence pathogenic,0.7725825,Shannon entropy pathogenic,3.489095,Sum of Pairs pathogenic,,,,,
0.7444206667,JS divergence pathogenic,0.6491506667,Shannon entropy pathogenic,3.2671206667,Sum of Pairs pathogenic,,,,,
0.7686352703,JS divergence pathogenic,0.7427075676,Shannon entropy pathogenic,4.2360986486,Sum of Pairs pathogenic,,,,,
0.8055366667,JS divergence pathogenic,0.8029933333,Shannon entropy pathogenic,3.66559,Sum of Pairs pathogenic,,,,,
0.837735,JS divergence pathogenic,0.9120575,Shannon entropy pathogenic,5.678615,Sum of Pairs pathogenic,,,,,
0.7068666667,JS divergence pathogenic,0.51142,Shannon entropy pathogenic,2.8648566667,Sum of Pairs pathogenic,,,,,
0.7561888235,JS divergence pathogenic,0.6815005882,Shannon entropy pathogenic,3.5354782353,Sum of Pairs pathogenic,,,,,
0.823975,JS divergence pathogenic,0.7366175,Shannon entropy pathogenic,4.7886925,Sum of Pairs pathogenic,,,,,
0.81557,JS divergence pathogenic,0.92455,Shannon entropy pathogenic,4.7624583333,Sum of Pairs pathogenic,,,,,
0.76489,JS divergence pathogenic,0.76466,Shannon entropy pathogenic,4.03294,Sum of Pairs pathogenic,,,,,
0.7384925,JS divergence pathogenic,0.74333,Shannon entropy pathogenic,3.9748775,Sum of Pairs pathogenic,,,,,
0.8374836364,JS divergence pathogenic,0.9417709091,Shannon entropy pathogenic,5.3008636364,Sum of Pairs pathogenic,,,,,
0.8328258333,JS divergence pathogenic,0.9407733333,Shannon entropy pathogenic,4.7921958333,Sum of Pairs pathogenic,,,,,
0.83917,JS divergence pathogenic,0.90901,Shannon entropy pathogenic,5.29304,Sum of Pairs pathogenic,,,,,
0.7563521429,JS divergence pathogenic,0.6351278571,Shannon entropy pathogenic,3.9720328571,Sum of Pairs pathogenic,,,,,
0.6352864444,JS divergence pathogenic,0.497054444,Shannon entropy pathogenic,1.804969111,Sum of Pairs pathogenic,,,,,
0.736032727,JS divergence pathogenic,0.555818182,Shannon entropy pathogenic,3.178030909,Sum of Pairs pathogenic,,,,,
0.72808,JS divergence pathogenic,0.67904,Shannon entropy pathogenic,2.97695,Sum of Pairs pathogenic,,,,,
0.62891,JS divergence pathogenic,0.396894,Shannon entropy pathogenic,2.59788,Sum of Pairs pathogenic,,,,,
0.8058383333,JS divergence pathogenic,0.7791841667,Shannon entropy pathogenic,4.4000891667,Sum of Pairs pathogenic,,,,,
0.74731125,JS divergence pathogenic,0.55524375,Shannon entropy pathogenic,2.07010125,Sum of Pairs pathogenic,,,,,
0.791121667,JS divergence pathogenic,0.672113333,Shannon entropy pathogenic,2.947518333,Sum of Pairs pathogenic,,,,,
0.8624,JS divergence pathogenic,0.84944,Shannon entropy pathogenic,6.41685,Sum of Pairs pathogenic,,,,,
0.724943333,JS divergence pathogenic,0.48571,Shannon entropy pathogenic,3.233313333,Sum of Pairs pathogenic,,,,,
0.8012157143,JS divergence pathogenic,0.8121228571,Shannon entropy pathogenic,4.3490085714,Sum of Pairs pathogenic,,,,,
0.7955925,JS divergence pathogenic,0.6896107143,Shannon entropy pathogenic,3.5913685714,Sum of Pairs pathogenic,,,,,
0.75201,JS divergence pathogenic,0.64574,Shannon entropy pathogenic,2.061473333,Sum of Pairs pathogenic,,,,,
0.701593333,JS divergence pathogenic,0.64061,Shannon entropy pathogenic,2.778336667,Sum of Pairs pathogenic,,,,,
0.770925,JS divergence pathogenic,0.701689,Shannon entropy pathogenic,3.787347,Sum of Pairs pathogenic,,,,,
0.5692,JS divergence pathogenic,0.24485,Shannon entropy pathogenic,3.09725,Sum of Pairs pathogenic,,,,,
0.635886667,JS divergence pathogenic,0.417318333,Shannon entropy pathogenic,1.347945,Sum of Pairs pathogenic,,,,,
0.7336,JS divergence pathogenic,0.65963,Shannon entropy pathogenic,4.80335,Sum of Pairs pathogenic,,,,,
0.75396,JS divergence pathogenic,0.72683,Shannon entropy pathogenic,3.42789,Sum of Pairs pathogenic,,,,,
0.723935,JS divergence pathogenic,0.606005,Shannon entropy pathogenic,3.79733,Sum of Pairs pathogenic,,,,,
0.812795,JS divergence pathogenic,0.749,Shannon entropy pathogenic,3.94231,Sum of Pairs pathogenic,,,,,
0.77385,JS divergence pathogenic,0.622512,Shannon entropy pathogenic,3.009472,Sum of Pairs pathogenic,,,,,
0.758501818,JS divergence pathogenic,0.647825455,Shannon entropy pathogenic,3.446098182,Sum of Pairs pathogenic,,,,,
0.82829,JS divergence pathogenic,0.90428,Shannon entropy pathogenic,5.034532,Sum of Pairs pathogenic,,,,,
0.0737684178,JS divergence pathogenic,0.6313611111,Shannon entropy pathogenic,2.5554666667,Sum of Pairs pathogenic,,,,,
0.749448,JS divergence pathogenic,0.606708,Shannon entropy pathogenic,3.498198,Sum of Pairs pathogenic,,,,,
0.8469,JS divergence pathogenic,0.99995,Shannon entropy pathogenic,5.41667,Sum of Pairs pathogenic,,,,,
0.770749643,JS divergence pathogenic,0.768885,Shannon entropy pathogenic,4.049801429,Sum of Pairs pathogenic,,,,,
0.7022326154,JS divergence pathogenic,0.6120613846,Shannon entropy pathogenic,2.7923970769,Sum of Pairs pathogenic,,,,,
0.835265217,JS divergence pathogenic,0.88985087,Shannon entropy pathogenic,5.366826522,Sum of Pairs pathogenic,,,,,
0.7338678947,JS divergence pathogenic,0.6133273684,Shannon entropy pathogenic,2.9452563158,Sum of Pairs pathogenic,,,,,
0.766626154,JS divergence pathogenic,0.721888462,Shannon entropy pathogenic,4.424203846,Sum of Pairs pathogenic,,,,,
